typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","442","LUX","Luxembourg","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"63317370","63317370","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2590129147","2590129147","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4851322959","4851322959","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6832060297",,"6832060297","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4771725815","4771725815","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","M","Import","579","NOR","Norway","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4389846007","4389846007","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","X","Export","579","NOR","Norway","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2819339899","2819339899","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","M","Import","579","NOR","Norway","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","4705938053",,"4705938053","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","579","NOR","Norway","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"7040083867","7040083867","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","M","Import","620","PRT","Portugal","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"361358122","361358122","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","X","Export","620","PRT","Portugal","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"227570926","227570926","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","M","Import","620","PRT","Portugal","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","404158371",,"404158371","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","620","PRT","Portugal","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"324388680","324388680","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","M","Import","724","ESP","Spain","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1766054833","1766054833","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","X","Export","724","ESP","Spain","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"986890838","986890838","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","M","Import","724","ESP","Spain","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1393451332",,"1393451332","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","724","ESP","Spain","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2283633374","2283633374","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","M","Import","752","SWE","Sweden","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2283689227","2283689227","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","X","Export","752","SWE","Sweden","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"489618607","489618607","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","M","Import","752","SWE","Sweden","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","12842049532",,"12842049532","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","752","SWE","Sweden","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"13813453853","13813453853","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","M","Import","757","CHE","Switzerland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3196280942","3196280942","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","X","Export","757","CHE","Switzerland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1151125872","1151125872","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","M","Import","757","CHE","Switzerland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","886448742",,"886448742","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","757","CHE","Switzerland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"989393683","989393683","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","M","Import","826","GBR","United Kingdom","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"10435665473","10435665473","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","X","Export","826","GBR","United Kingdom","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"18976765815","18976765815","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","M","Import","826","GBR","United Kingdom","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5997543035",,"5997543035","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","826","GBR","United Kingdom","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"10468702358","10468702358","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","M","Import","842","USA","USA","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"223172493269","223172493269","0","true","false",
"C","A","20110101","2011","52","2011","124","CAN","Canada","X","Export","842","USA","USA","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"331755015916","331755015916","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","M","Import","842","USA","USA","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2700552977",,"2700552977","0","true","false",
"C","A","20110101","2011","52","2011","208","DNK","Denmark","X","Export","842","USA","USA","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5592366857","5592366857","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","40","AUT","Austria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","739334358",,"739334358","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","40","AUT","Austria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"479542569","479542569","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","40","AUT","Austria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6568763629",,"6568763629","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","40","AUT","Austria","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5322801742","5322801742","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","56","BEL","Belgium","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2426319786",,"2426319786","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","56","BEL","Belgium","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2084826513","2084826513","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","56","BEL","Belgium","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","54720317270",,"54720317270","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","56","BEL","Belgium","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"42242899022","42242899022","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","716170386",,"716170386","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1234150531","1234150531","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","4212112093",,"4212112093","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","124","CAN","Canada","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3978715125","3978715125","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","208","DNK","Denmark","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2499214415",,"2499214415","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","208","DNK","Denmark","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1599612780","1599612780","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","208","DNK","Denmark","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3830256383",,"3830256383","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","208","DNK","Denmark","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3479845912","3479845912","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","246","FIN","Finland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3069570096",,"3069570096","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","246","FIN","Finland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2421787611","2421787611","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2482157929",,"2482157929","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2384994290","2384994290","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","251","FRA","France","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","8223973686",,"8223973686","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","11446773934",,"11446773934","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"7410032727","7410032727","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","121591316688",,"121591316688","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","276","DEU","Germany","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"97949179351","97949179351","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","300","GRC","Greece","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","263895454",,"263895454","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","300","GRC","Greece","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"204317953","204317953","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","300","GRC","Greece","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1035244766",,"1035244766","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","300","GRC","Greece","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3647221722","3647221722","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","372","IRL","Ireland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","682607967",,"682607967","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","372","IRL","Ireland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"162500112","162500112","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","372","IRL","Ireland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","8973176519",,"8973176519","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","372","IRL","Ireland","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2958802502","2958802502","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2078865084",,"2078865084","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1822437865","1822437865","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","52319842756",,"52319842756","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","380","ITA","Italy","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"47564332373","47564332373","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","490192189",,"490192189","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1039956809","1039956809","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","13276346881",,"13276346881","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","392","JPN","Japan","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"9080338604","9080338604","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","442","LUX","Luxembourg","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","93558533",,"93558533","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","442","LUX","Luxembourg","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"25436944","25436944","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","442","LUX","Luxembourg","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2280306766",,"2280306766","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","442","LUX","Luxembourg","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2730800363","2730800363","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6404053724",,"6404053724","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5223947681","5223947681","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","30965844787",,"30965844787","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","528","NLD","Netherlands","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"25069547228","25069547228","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","579","NOR","Norway","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2435267188",,"2435267188","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","579","NOR","Norway","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2179605844","2179605844","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","579","NOR","Norway","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","9521972713",,"9521972713","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","579","NOR","Norway","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2145643048","2145643048","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","620","PRT","Portugal","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","356815946",,"356815946","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","620","PRT","Portugal","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"212152473","212152473","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","620","PRT","Portugal","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6715701649",,"6715701649","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","X","Export","620","PRT","Portugal","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5524876558","5524876558","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","M","Import","724","ESP","Spain","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","943660363",,"943660363","0","true","false",
"C","A","20110101","2011","52","2011","246","FIN","Finland","X","Export","724","ESP","Spain","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1276785344","1276785344","0","true","false",
"C","A","20110101","2011","52","2011","251","FRA","France","M","Import","724","ESP","Spain","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","42533044049",,"42533044049","0","true","false",
